filename,hamming_distance,cosine_similarity,combined_score,preproc_time_db,feat_ext_time_db,hash_time_db
1056.jpg,40,0.581465,28.3707,0.0018689632415771484,0.009322881698608398,0.0041615962982177734
1057.jpg,30,0.61246264,17.750748,0.0021407604217529297,0.011690139770507812,0.00407862663269043
1058.jpg,36,0.7327026,21.345947,0.008269071578979492,0.01475834846496582,0.005688190460205078
1059.jpg,34,0.5998289,22.003422,0.002814769744873047,0.012377500534057617,0.006459474563598633
106.jpg,26,0.44276917,17.144617,0.0019636154174804688,0.012994050979614258,0.006448268890380859
1060.jpg,30,0.59909683,18.018063,0.002444028854370117,0.014698266983032227,0.00585484504699707
1061.jpg,32,0.64099354,19.18013,0.0027413368225097656,0.012740135192871094,0.00508570671081543
1062.jpg,36,0.6150528,23.698944,0.0024383068084716797,0.012033939361572266,0.005762338638305664
1063.jpg,27,0.45787057,17.842588,0.0023000240325927734,0.012368202209472656,0.005379676818847656
1064.jpg,30,0.51606935,19.678612,0.0021157264709472656,0.01237034797668457,0.004823207855224609
1065.jpg,33,0.49020043,23.195992,0.0026273727416992188,0.012678384780883789,0.0045413970947265625
1066.jpg,28,0.5095054,17.809893,0.0021550655364990234,0.009978294372558594,0.0038874149322509766
1067.jpg,34,0.6340586,21.318829,0.002043008804321289,0.009817123413085938,0.004035234451293945
1068.jpg,35,0.61675715,22.664856,0.0023851394653320312,0.00996255874633789,0.004644870758056641
1069.jpg,27,0.69465554,13.10689,0.036283254623413086,0.012179851531982422,0.003935813903808594
107.jpg,36,0.5016093,25.967813,0.0024161338806152344,0.009077072143554688,0.004072666168212891
1070.jpg,32,0.6048469,19.90306,0.001848459243774414,0.009165763854980469,0.004035234451293945
1071.jpg,34,0.5457968,23.084064,0.0018644332885742188,0.010484457015991211,0.004026889801025391
1072.jpg,29,0.63269556,16.346088,0.0024001598358154297,0.009636402130126953,0.003864765167236328
1073.jpg,27,0.6011094,14.977812,0.0018918514251708984,0.009819507598876953,0.0037870407104492188
1074.jpg,37,0.5755719,25.488562,0.0021936893463134766,0.009837627410888672,0.003545999526977539
1075.jpg,33,0.6267451,20.465097,0.002442598342895508,0.010586023330688477,0.003640890121459961
1076.jpg,37,0.6037498,24.925003,0.001978635787963867,0.010477542877197266,0.0032625198364257812
1077.jpg,30,0.618063,17.63874,0.0031881332397460938,0.010628938674926758,0.006617307662963867
1078.jpg,33,0.6714182,19.571636,0.003242015838623047,0.013785123825073242,0.004602909088134766
1079.jpg,40,0.6608037,26.783926,0.002073526382446289,0.01197671890258789,0.004313468933105469
108.jpg,25,0.5537466,13.925068,0.0028388500213623047,0.01016998291015625,0.0051763057708740234
1080.jpg,35,0.6747749,21.504501,0.0264434814453125,0.009543418884277344,0.005365848541259766
1081.jpg,31,0.5251763,20.496475,0.0020308494567871094,0.010972023010253906,0.004234790802001953
1082.jpg,24,0.5870179,12.259642,0.0018455982208251953,0.011619091033935547,0.003886699676513672
1083.jpg,29,0.6552774,15.894453,0.0027921199798583984,0.009285449981689453,0.004148721694946289
1084.jpg,29,0.5997361,17.005278,0.0019266605377197266,0.009603261947631836,0.005101680755615234
1085.jpg,24,0.6051972,11.896056,0.002029895782470703,0.009668350219726562,0.004046201705932617
1086.jpg,31,0.5578807,19.842386,0.0020744800567626953,0.00937199592590332,0.005026102066040039
1087.jpg,28,0.5980033,16.039932,0.0018568038940429688,0.010609865188598633,0.003558635711669922
1088.jpg,28,0.62332416,15.533517,0.002731800079345703,0.009437799453735352,0.004678487777709961
1089.jpg,34,0.62943214,21.411358,0.0016558170318603516,0.013864517211914062,0.005023956298828125
109.jpg,28,0.568928,16.62144,0.0018320083618164062,0.011242389678955078,0.003802776336669922
1090.jpg,35,0.6507893,21.984215,0.0017447471618652344,0.009267091751098633,0.004224300384521484
1091.jpg,30,0.62470496,17.505901,0.008734941482543945,0.013059854507446289,0.004487037658691406
1092.jpg,33,0.56428313,21.714336,0.0019350051879882812,0.011348247528076172,0.004168987274169922
1093.jpg,29,0.5666926,17.66615,0.003290414810180664,0.010786294937133789,0.004333019256591797
1094.jpg,31,0.6406818,18.186363,0.0019965171813964844,0.008959531784057617,0.004113435745239258
1095.jpg,30,0.5915539,18.168922,0.0020668506622314453,0.013927698135375977,0.003938913345336914
1096.jpg,35,0.6976172,21.047657,0.0018787384033203125,0.00799703598022461,0.0032274723052978516
1097.jpg,30,0.62518823,17.496235,0.0018868446350097656,0.00788736343383789,0.0030775070190429688
1098.jpg,27,0.6791569,13.4168625,0.0017936229705810547,0.008678913116455078,0.003157377243041992
1099.jpg,36,0.6036171,23.927658,0.00176239013671875,0.008728981018066406,0.0039522647857666016
11.jpg,30,0.5181669,19.636662,0.0018246173858642578,0.009064197540283203,0.003157377243041992
110.jpg,31,0.5206385,20.58723,0.0016298294067382812,0.009132146835327148,0.005305767059326172
1100.jpg,33,0.62501955,20.499609,0.0023355484008789062,0.013443470001220703,0.0037360191345214844
1101.jpg,28,0.5889627,16.220747,0.0016422271728515625,0.00920414924621582,0.003880023956298828
1102.jpg,30,0.6792674,16.414652,0.042508840560913086,0.009681224822998047,0.0034749507904052734
1103.jpg,41,0.59823155,29.03537,0.00170135498046875,0.0123291015625,0.004486799240112305
1104.jpg,38,0.60118896,25.976221,0.001960277557373047,0.011943817138671875,0.003528594970703125
1105.jpg,30,0.6110425,17.77915,0.0024437904357910156,0.010504007339477539,0.0052144527435302734
1106.jpg,27,0.6117338,14.765324,0.0025272369384765625,0.014333009719848633,0.005697488784790039
1107.jpg,33,0.6171557,20.656887,0.0020821094512939453,0.012383222579956055,0.0045201778411865234
1108.jpg,28,0.56966364,16.606728,0.002051115036010742,0.010175704956054688,0.004320383071899414
1109.jpg,33,0.58644795,21.271042,0.0018634796142578125,0.010983467102050781,0.003504037857055664
111.jpg,35,0.56417054,23.716589,0.0018606185913085938,0.010411262512207031,0.004427909851074219
1110.jpg,33,0.5891328,21.217344,0.0018930435180664062,0.009001016616821289,0.004057407379150391
1111.jpg,32,0.55349493,20.930101,0.0017883777618408203,0.01091313362121582,0.0035660266876220703
1112.jpg,34,0.66647196,20.67056,0.0017406940460205078,0.008339405059814453,0.003911733627319336
1113.jpg,33,0.59430283,21.113943,0.016571760177612305,0.008183717727661133,0.003179311752319336
1114.jpg,24,0.55364776,12.927045,0.0018718242645263672,0.008770227432250977,0.003941774368286133
1115.jpg,25,0.5189596,14.620809,0.0018913745880126953,0.00897669792175293,0.0040323734283447266
1116.jpg,25,0.5764639,13.470722,0.0018916130065917969,0.008327960968017578,0.003206491470336914
1117.jpg,26,0.5930631,14.138738,0.0017652511596679688,0.008223533630371094,0.003108501434326172
1118.jpg,34,0.62295145,21.54097,0.0017251968383789062,0.007870197296142578,0.0032510757446289062
1119.jpg,26,0.49855798,16.02884,0.0018725395202636719,0.00917506217956543,0.0035529136657714844
112.jpg,32,0.55557966,20.888407,0.0018987655639648438,0.012025833129882812,0.0033986568450927734
1120.jpg,31,0.5528281,19.94344,0.002158641815185547,0.010462522506713867,0.004674196243286133
1121.jpg,31,0.5483232,20.033535,0.0020020008087158203,0.011941909790039062,0.004139423370361328
1122.jpg,27,0.617992,14.640161,0.0021228790283203125,0.00917816162109375,0.003892660140991211
1123.jpg,25,0.67296445,11.54071,0.001863718032836914,0.013230085372924805,0.003253459930419922
1124.jpg,30,0.56430256,18.71395,0.04594731330871582,0.008722782135009766,0.003248929977416992
1126.jpg,40,0.66170096,26.76598,0.023123502731323242,0.008795976638793945,0.0040438175201416016
1128.jpg,33,0.6141092,20.717815,0.01533055305480957,0.008341550827026367,0.003173351287841797
1129.jpg,32,0.602481,19.95038,0.0018494129180908203,0.011115074157714844,0.003201007843017578
113.jpg,25,0.501438,14.971239,0.0017306804656982422,0.012890100479125977,0.0031099319458007812
1130.jpg,31,0.58217335,19.356533,0.0018777847290039062,0.010763406753540039,0.0035982131958007812
1131.jpg,32,0.63443094,19.311382,0.0022187232971191406,0.010438919067382812,0.004215240478515625
1132.jpg,32,0.5295627,21.408745,0.001977682113647461,0.01261281967163086,0.004998207092285156
1133.jpg,31,0.631084,18.378319,0.001955270767211914,0.011418581008911133,0.004548549652099609
1134.jpg,28,0.6482068,15.035865,0.001878499984741211,0.008389949798583984,0.003184795379638672
1135.jpg,38,0.5071839,27.856321,0.0018038749694824219,0.013174057006835938,0.0031447410583496094
1136.jpg,37,0.5815849,25.368301,0.0019311904907226562,0.008514881134033203,0.003149747848510742
1137.jpg,33,0.52908033,22.418392,0.001819610595703125,0.013163566589355469,0.0031404495239257812
1138.jpg,32,0.5421748,21.156504,0.0018024444580078125,0.013463973999023438,0.0031867027282714844
1139.jpg,26,0.7387859,11.224281,0.008013248443603516,0.009751558303833008,0.0032758712768554688
114.jpg,31,0.53686255,20.262749,0.001722097396850586,0.007867097854614258,0.0035245418548583984
1140.jpg,34,0.6339756,21.320488,0.001795053482055664,0.008232593536376953,0.003293752670288086
1141.jpg,31,0.6086315,18.82737,0.0018317699432373047,0.014872550964355469,0.0036144256591796875
1142.jpg,28,0.59187853,16.16243,0.0018322467803955078,0.011694192886352539,0.00407719612121582
1143.jpg,33,0.543134,22.137321,0.0021085739135742188,0.009724140167236328,0.004442691802978516
1144.jpg,30,0.5852367,18.295265,0.002040386199951172,0.01130366325378418,0.0037877559661865234
1145.jpg,33,0.4976146,23.047709,0.0019066333770751953,0.009252548217773438,0.004040241241455078
1146.jpg,33,0.6507132,19.985737,0.0019199848175048828,0.014881372451782227,0.004312276840209961
1147.jpg,40,0.5842544,28.314913,0.0019605159759521484,0.011164188385009766,0.00421905517578125
1148.jpg,30,0.5743294,18.513412,0.00211334228515625,0.01234579086303711,0.005591392517089844
1149.jpg,33,0.5488205,22.02359,0.0018651485443115234,0.010795831680297852,0.0034694671630859375
115.jpg,35,0.5240806,24.518389,0.0021839141845703125,0.009367704391479492,0.0041790008544921875
1150.jpg,32,0.7187679,17.624641,0.032904624938964844,0.010100841522216797,0.0035402774810791016
1151.jpg,35,0.50932586,24.813482,0.0019347667694091797,0.009187936782836914,0.005476236343383789
1152.jpg,33,0.5738456,21.523087,0.0018157958984375,0.011073827743530273,0.004341840744018555
1153.jpg,34,0.57191163,22.561768,0.0019426345825195312,0.01108241081237793,0.003685474395751953
1154.jpg,36,0.5389111,25.221779,0.0021219253540039062,0.010835886001586914,0.003918170928955078
1155.jpg,32,0.6083245,19.83351,0.0020475387573242188,0.013449907302856445,0.0048291683197021484
1156.jpg,24,0.61125624,11.774876,0.0018527507781982422,0.009171247482299805,0.0050525665283203125
1157.jpg,29,0.5899459,17.201082,0.001771688461303711,0.011410236358642578,0.004403352737426758
1158.jpg,32,0.6731379,18.537243,0.0019278526306152344,0.009504318237304688,0.004343986511230469
1159.jpg,31,0.70903623,16.819275,0.001787424087524414,0.010562419891357422,0.0037775039672851562
116.jpg,27,0.60720855,14.855829,0.05267930030822754,0.012033462524414062,0.004517793655395508
1160.jpg,25,0.6880056,11.239887,0.001992940902709961,0.010109424591064453,0.005308866500854492
1161.jpg,30,0.76065,14.787001,0.041974782943725586,0.011725187301635742,0.0047454833984375
1162.jpg,27,0.65704536,13.859093,0.0017292499542236328,0.0164337158203125,0.00527501106262207
1163.jpg,35,0.59492326,23.101536,0.0019385814666748047,0.011041879653930664,0.004782199859619141
1164.jpg,26,0.79538083,10.092383,0.0017347335815429688,0.010763406753540039,0.004099130630493164
1165.jpg,37,0.7418815,22.16237,0.005151271820068359,0.011895895004272461,0.004636049270629883
1166.jpg,35,0.6401239,22.197521,0.0019958019256591797,0.012738227844238281,0.0035049915313720703
1167.jpg,28,0.6157078,15.685843,0.0027170181274414062,0.011622428894042969,0.004777669906616211
1168.jpg,37,0.62904227,24.419155,0.0022096633911132812,0.011649370193481445,0.004153251647949219
1169.jpg,33,0.6100278,20.799444,0.0017631053924560547,0.009427547454833984,0.0047149658203125
1170.jpg,26,0.76771116,10.645777,0.0020186901092529297,0.009692907333374023,0.0035543441772460938
1171.jpg,27,0.64915204,14.016959,0.0024611949920654297,0.009306669235229492,0.004332542419433594
1172.jpg,36,0.6065678,23.868645,0.009367704391479492,0.011375665664672852,0.0040972232818603516
1173.jpg,34,0.61837506,21.6325,0.0019996166229248047,0.00948786735534668,0.0038657188415527344
1174.jpg,32,0.694666,18.10668,0.001828908920288086,0.010812044143676758,0.0032036304473876953
1175.jpg,30,0.57482946,18.50341,0.0019965171813964844,0.009833335876464844,0.0034685134887695312
1176.jpg,28,0.62231505,15.5536995,0.002035379409790039,0.008691787719726562,0.003840923309326172
1177.jpg,25,0.6988328,11.023344,0.0019028186798095703,0.008973836898803711,0.0040628910064697266
1178.jpg,31,0.64901215,18.019756,0.001775503158569336,0.010143756866455078,0.003273487091064453
1179.jpg,27,0.6692313,13.615374,0.002130270004272461,0.009632349014282227,0.0032880306243896484
118.jpg,32,0.68248767,18.350246,0.011869192123413086,0.011022567749023438,0.0034050941467285156
1180.jpg,34,0.5811445,22.37711,0.002753019332885742,0.009088516235351562,0.003968238830566406
1181.jpg,31,0.67633617,17.473276,0.0020644664764404297,0.008520364761352539,0.0036253929138183594
1182.jpg,33,0.6720184,19.559631,0.002068042755126953,0.009267807006835938,0.004118204116821289
1183.jpg,32,0.7417914,17.164171,0.01638340950012207,0.009074211120605469,0.0032172203063964844
1184.jpg,29,0.6662245,15.67551,0.001811981201171875,0.008722066879272461,0.004205942153930664
1185.jpg,30,0.6683502,16.632996,0.0019316673278808594,0.008516073226928711,0.00344085693359375
1186.jpg,32,0.66677403,18.66452,0.0017971992492675781,0.007995128631591797,0.0034415721893310547
1187.jpg,27,0.67253906,13.549219,0.0018796920776367188,0.008803606033325195,0.0032110214233398438
1188.jpg,33,0.6603213,19.793575,0.0018317699432373047,0.007719516754150391,0.003091573715209961
1189.jpg,35,0.5999409,23.001183,0.001775503158569336,0.008874177932739258,0.0038793087005615234
119.jpg,34,0.6095093,21.809814,0.001783609390258789,0.0091094970703125,0.004117250442504883
1190.jpg,34,0.6374328,21.251343,0.00193023681640625,0.009154319763183594,0.003233194351196289
1191.jpg,30,0.6601458,16.797085,0.0017883777618408203,0.010364532470703125,0.0032815933227539062
1192.jpg,23,0.6594465,9.81107,0.002707242965698242,0.010194778442382812,0.004601240158081055
1193.jpg,26,0.5993465,14.013069,0.0019600391387939453,0.010799169540405273,0.00421595573425293
1194.jpg,30,0.6094446,17.811108,0.05968928337097168,0.00957179069519043,0.0033712387084960938
1195.jpg,31,0.68557173,17.288567,0.0018780231475830078,0.00897526741027832,0.003338336944580078
1196.jpg,33,0.61596847,20.68063,0.0019571781158447266,0.011896610260009766,0.004137992858886719
1197.jpg,38,0.63924724,25.215055,0.002241373062133789,0.009929656982421875,0.00394749641418457
1198.jpg,32,0.59426665,20.114666,0.001972675323486328,0.010749578475952148,0.005045890808105469
1199.jpg,31,0.63607347,18.27853,0.002215862274169922,0.010192632675170898,0.004354953765869141
12.jpg,35,0.5181327,24.637346,0.002279520034790039,0.009881973266601562,0.004044532775878906
120.jpg,27,0.5582479,15.835041,0.0017752647399902344,0.008865833282470703,0.0035822391510009766
1200.jpg,32,0.66514945,18.69701,0.001825571060180664,0.008860349655151367,0.004115581512451172
1201.jpg,32,0.63572,19.285599,0.002059459686279297,0.010970354080200195,0.004235029220581055
1202.jpg,30,0.6111394,17.777212,0.0018794536590576172,0.009221792221069336,0.003507852554321289
1203.jpg,29,0.5789894,17.420212,0.0018503665924072266,0.009261846542358398,0.0035851001739501953
1204.jpg,28,0.7636217,12.727566,0.0017104148864746094,0.010275602340698242,0.005086421966552734
1205.jpg,25,0.66754544,11.649092,0.009492158889770508,0.009361505508422852,0.003431558609008789
1206.jpg,27,0.65552795,13.889441,0.001833200454711914,0.008812665939331055,0.004027128219604492
1207.jpg,28,0.5987501,16.024998,0.0018033981323242188,0.008131265640258789,0.0031604766845703125
1208.jpg,43,0.6791332,29.417336,0.001882314682006836,0.013632535934448242,0.003239154815673828
1209.jpg,33,0.6512586,19.974829,0.0019185543060302734,0.010733366012573242,0.004156351089477539
121.jpg,34,0.56964743,22.607052,0.001986980438232422,0.009314775466918945,0.004155158996582031
1210.jpg,40,0.59463125,28.107376,0.002643108367919922,0.008941650390625,0.0040433406829833984
1211.jpg,31,0.59581083,19.083782,0.0018019676208496094,0.009119749069213867,0.004063844680786133
1212.jpg,29,0.67134106,15.573179,0.0019893646240234375,0.00899815559387207,0.003172159194946289
1213.jpg,32,0.6511177,18.977646,0.0017750263214111328,0.00878453254699707,0.003267526626586914
1214.jpg,34,0.6185782,21.628437,0.0017876625061035156,0.009305477142333984,0.0033147335052490234
1215.jpg,32,0.54402864,21.119427,0.002099275588989258,0.009138822555541992,0.003381967544555664
1216.jpg,19,0.6887538,5.224924,0.05051684379577637,0.013042688369750977,0.003757953643798828
1217.jpg,29,0.61418736,16.716253,0.0020661354064941406,0.010666370391845703,0.004774570465087891
1218.jpg,32,0.60895276,19.820946,0.0015647411346435547,0.009841680526733398,0.004083156585693359
1219.jpg,35,0.70214224,20.957155,0.0017025470733642578,0.009454965591430664,0.004529237747192383
122.jpg,32,0.5284164,21.431671,0.0020852088928222656,0.009664297103881836,0.00417780876159668
1220.jpg,30,0.6554256,16.891487,0.001680612564086914,0.008800268173217773,0.004363536834716797
1221.jpg,35,0.6505326,21.989347,0.0017473697662353516,0.009112834930419922,0.0036170482635498047
1222.jpg,29,0.68971884,15.205624,0.0024182796478271484,0.008884906768798828,0.004658222198486328
1223.jpg,33,0.52467686,22.506462,0.0017578601837158203,0.009419918060302734,0.004957675933837891
1224.jpg,36,0.66091526,22.781694,0.0018341541290283203,0.011885643005371094,0.003876924514770508
1225.jpg,33,0.67135066,19.572987,0.0017120838165283203,0.010785818099975586,0.004442691802978516
1226.jpg,32,0.61946034,19.610794,0.0017387866973876953,0.01157999038696289,0.004112720489501953
1227.jpg,27,0.7003243,12.993514,0.023761272430419922,0.01076817512512207,0.004278421401977539
1228.jpg,27,0.6330693,14.338614,0.0018200874328613281,0.010720491409301758,0.003759622573852539
1229.jpg,33,0.6272636,20.454727,0.0017333030700683594,0.008648395538330078,0.0034995079040527344
123.jpg,33,0.547446,22.051079,0.0018742084503173828,0.00801396369934082,0.0039653778076171875
1230.jpg,32,0.70612276,17.877544,0.001737356185913086,0.008312225341796875,0.003213644027709961
1231.jpg,31,0.7349175,16.30165,0.0017693042755126953,0.008816003799438477,0.0030825138092041016
1232.jpg,31,0.7196431,16.607138,0.0015664100646972656,0.0076389312744140625,0.003089427947998047
1233.jpg,34,0.7802485,18.39503,0.001730203628540039,0.008653402328491211,0.003180265426635742
1234.jpg,34,0.7285712,19.428577,0.001653432846069336,0.008005619049072266,0.003985166549682617
1235.jpg,31,0.6854999,17.29,0.0019044876098632812,0.008126020431518555,0.0032165050506591797
1236.jpg,31,0.63329273,18.334145,0.0018355846405029297,0.008015155792236328,0.004011392593383789
1237.jpg,30,0.6213596,17.572807,0.001813650131225586,0.00781702995300293,0.003111600875854492
1238.jpg,37,0.49301115,27.139778,0.045407772064208984,0.011642694473266602,0.003450632095336914
124.jpg,35,0.5797073,23.405853,0.001953601837158203,0.008924007415771484,0.004076719284057617
1240.jpg,26,0.77159244,10.568151,0.02196192741394043,0.008476018905639648,0.003322601318359375
1241.jpg,30,0.5862893,18.274214,0.0020356178283691406,0.009057283401489258,0.0035974979400634766
1242.jpg,27,0.64741874,14.051625,0.0018527507781982422,0.01040959358215332,0.004060268402099609
1243.jpg,29,0.6549306,15.901388,0.0022132396697998047,0.009564638137817383,0.004029035568237305
1244.jpg,35,0.5557043,23.885914,0.001880645751953125,0.010631084442138672,0.0033881664276123047
1245.jpg,31,0.58777654,19.244469,0.0019059181213378906,0.00901341438293457,0.0040760040283203125
1246.jpg,36,0.5192572,25.614857,0.0019335746765136719,0.01068568229675293,0.0034530162811279297
1247.jpg,33,0.5956116,21.087769,0.0024237632751464844,0.008591413497924805,0.0035147666931152344
1248.jpg,32,0.5966936,20.066128,0.002205371856689453,0.009023189544677734,0.004103183746337891
1249.jpg,30,0.5888628,18.222744,0.0023651123046875,0.010955095291137695,0.0039691925048828125
125.jpg,30,0.5996009,18.007982,0.001924753189086914,0.007953166961669922,0.0035851001739501953
1250.jpg,32,0.7072669,17.854662,0.001982450485229492,0.008307456970214844,0.0031681060791015625
1251.jpg,33,0.61309433,20.738113,0.03930163383483887,0.008101940155029297,0.0041351318359375
1252.jpg,28,0.623139,15.53722,0.0020079612731933594,0.011603593826293945,0.004134178161621094
1253.jpg,34,0.6475365,21.04927,0.0018756389617919922,0.008972883224487305,0.0034055709838867188
1254.jpg,30,0.5915125,18.16975,0.0018198490142822266,0.012497425079345703,0.0035097599029541016
1255.jpg,32,0.66046095,18.790781,0.001935720443725586,0.00962066650390625,0.0037012100219726562
1256.jpg,28,0.59570086,16.085983,0.0018012523651123047,0.009577512741088867,0.004173994064331055
1257.jpg,31,0.6395708,18.208584,0.0019860267639160156,0.014154195785522461,0.004106044769287109
1258.jpg,33,0.63429207,20.31416,0.0020110607147216797,0.008903980255126953,0.0031790733337402344
1259.jpg,31,0.6255425,18.48915,0.0018391609191894531,0.008022785186767578,0.0031075477600097656
126.jpg,29,0.5683372,17.633255,0.001912832260131836,0.008434772491455078,0.0037975311279296875
1260.jpg,32,0.5596473,20.807053,0.0019130706787109375,0.00838160514831543,0.0031659603118896484
1261.jpg,26,0.5978784,14.042432,0.0018436908721923828,0.009224176406860352,0.0033304691314697266
1262.jpg,26,0.6772846,12.454308,0.008548736572265625,0.009003162384033203,0.003269195556640625
